ABS_IDCOMP,ZAFRA,TCHPRED_2Meses,TCHPRED_4Meses,TCHPRED_6Meses,TCHPRED_8Meses,TCHPRED_10Meses
GT01-0010656-0101,24-25,111.66947065080916,108.61201477050781,105.08674846129101,107.19470876057942,115.11303849840067
GT01-0010059-0103,24-25,98.38835144042967,106.24585614885602,110.86742837893419,112.6226572672526,104.74730140702358
GT01-0010505-2302,24-25,95.51783316476003,114.77154541015625,109.38586874680186,102.56559295654296,108.08577542654031
GT01-0010807-0205,24-25,84.34491511753627,99.94066183907645,102.22908668979255,99.57121683756509,110.96676304633232
GT01-0010004-0501,24-25,106.89207676478793,113.61912645612443,113.8720638603875,111.03828481038411,99.74926873562205
GT01-0010059-0407,24-25,108.30458504813056,132.6293182373047,125.99952076461237,118.2225621541341,96.45853211108087
GT01-0010101-0110,24-25,97.10381535121371,114.75287192208425,110.4107438332484,101.12745259602863,118.55627606412558
GT01-0010655-0310,24-25,98.78636823381694,120.8689967564174,121.13134117869798,118.15562388102214,117.27385887102332
GT01-0010108-0207,24-25,114.29591478620256,118.18055725097655,126.92826714630225,118.07459513346355,113.70183427103251
GT01-0010061-0106,24-25,110.57537514822823,96.36196572440011,126.99143629906592,102.26612752278646,101.64077235286247
GT01-0010019-0301,24-25,118.22903115408761,122.7410670689174,112.39585036284537,112.34914143880208,108.47489484396384
GT01-0010660-0202,24-25,109.74732317243303,123.4689222063337,119.94560023485488,120.55109354654948,111.3632026275434
GT01-0010207-0202,24-25,107.19563075474329,102.77408708844865,129.83568093440223,124.85790456136067,106.86490719321016
GT01-0010012-0502,24-25,117.82722473144531,122.86092812674386,117.50626463991354,111.98360748291014,109.74206549292171
GT01-0010114-0215,24-25,101.61026654924665,115.37310137067522,112.95810160558356,125.62800699869791,110.14438786604062
GT01-0010056-0404,24-25,110.39802333286829,125.177490234375,136.17381947183392,127.5949234008789,108.49068988816693
GT01-0010127-0301,24-25,77.59142085484096,91.78573499407086,111.98985822273012,105.26143544514973,105.37690798892588
GT01-0010613-0502,24-25,127.62321036202567,125.2168698992048,118.14614479199787,123.19104665120442,126.40570856993067
GT01-0010678-0301,24-25,100.19483947753905,98.43426840645925,109.58148047314819,124.13478546142578,94.85789657421593
GT01-0010033-0105,24-25,103.44874790736607,110.40345219203402,110.46092626816777,124.50641174316408,105.97448093916384
GT01-0010283-0306,24-25,118.43697575160435,107.23864310128349,104.85967193207127,96.77829030354818,83.67178691483406
GT01-0010582-0501,24-25,84.34327479771206,90.19251251220703,95.30836001624861,94.36242472330729,92.6678993297569
GT01-0010213-0101,24-25,108.39051818847656,124.06676483154297,120.0335161449684,99.72630666097005,92.69892341323774
GT01-0010121-0102,24-25,110.06008039202008,106.75909968784876,102.52972136825787,95.7447718302409,88.16144902105036
GT01-0010505-2301,24-25,105.51298631940568,125.58746446881975,119.5756911496259,103.90779113769531,111.76931501027791
GT01-0010104-0105,24-25,100.22908020019531,112.50013078962053,109.36998657280812,98.63546244303386,94.59765565625803
GT01-0010195-0301,24-25,103.93950871058873,117.08995056152344,123.04677014034613,98.77715708414713,100.0635074354757
GT01-0010195-0201,24-25,96.999632699149,93.44676099504743,111.54773867655274,105.66828155517578,99.85727260570881
GT01-0010009-0201,24-25,107.75247628348214,113.82308088030133,112.98608639190742,121.66568756103516,113.80074239739244
GT01-0010015-0902,24-25,108.31796155657085,127.2504174368722,128.86388912541125,120.12779490152995,105.49606533422978
GT01-0010055-0501,24-25,101.99964577811105,123.20952824183873,127.93881663888396,127.17095998128255,115.65381611191836
GT01-0010061-0104,24-25,117.36427525111606,123.25013950892857,129.11546329737104,116.75338795979816,97.24251004570766
GT01-0010122-0103,24-25,109.41034916469029,114.64192962646484,116.1553256337344,115.67251841227214,101.09951268692045
GT01-0010218-0202,24-25,114.98195212227957,127.42367880684988,126.70898004799113,124.17361043294272,109.03827756920862
GT01-0010123-0311,24-25,120.89077431815011,119.45792170933314,128.82247120752504,127.14786224365236,112.69967052139152
GT01-0010123-0108,24-25,106.48463330950055,124.28585597446987,105.58793357299945,124.49797566731772,119.68508388274488
GT01-0010019-0201,24-25,92.73661259242466,118.49461909702845,108.46590466046405,97.90481363932291,110.07088482447571
GT01-0010145-0301,24-25,98.06044224330356,95.17842538016183,100.28971936800065,98.42026163736979,93.34674251203825
GT01-0010101-0106,24-25,112.32261439732143,113.90147835867745,116.15229823008303,115.39736480712891,97.83038462493656
GT01-0010187-0302,24-25,118.08175223214286,126.56754847935268,133.1480087550665,121.32851918538411,108.95847685723102
GT01-0010787-1001,24-25,93.08175986153739,84.09586225237165,95.68168434309163,97.43315836588542,91.78906044640709
GT01-0010015-1301,24-25,125.8236105782645,112.8608649117606,131.41798448967492,120.8258280436198,110.23701004346896
GT01-0010004-1501,24-25,81.96870967320034,113.56085096086774,114.08925965505085,109.9755366007487,102.3737945936062
GT01-0010123-0308,24-25,112.62395913260323,120.8085218157087,128.77440250521465,122.16242777506511,117.32565786097452
GT01-0010505-3301,24-25,111.34190586635044,113.13893345424106,116.79535815678634,104.58666483561198,109.22315804623915
GT01-0010575-0504,24-25,88.28614807128906,88.4653570992606,88.89949951689924,94.94111582438151,90.98043738666593
GT01-0010001-1303,24-25,88.72547149658202,96.32345145089286,106.0215889895033,88.89026845296223,90.61404498250936
GT01-0010114-0212,24-25,104.73024531773157,104.80740465436662,115.53213034979466,129.35625864664715,115.77110550533182
GT01-0010362-0205,24-25,100.49077606201172,108.9683118547712,120.91852730679938,118.62016042073567,110.3183893572432
GT01-0010698-0102,24-25,98.39253997802734,88.98688180106026,99.00013292557986,112.96715291341145,101.44217091279295
GT01-0010103-0401,24-25,107.05610874720982,114.53542654854911,116.26460125598365,108.91884002685546,114.23664482263185
GT01-0010796-0101,24-25,111.40893227713448,103.59177943638392,109.06027027545251,112.92917887369792,110.23069335922965
GT01-0010550-0601,24-25,87.57263074602399,87.83736092703683,91.89727471560522,101.37356719970704,90.31005990404748
GT01-0010125-0201,24-25,103.16305324009485,108.43999917166573,123.94679453982033,113.42284851074217,117.61980670093779
GT01-0010005-1402,24-25,104.7456087384905,94.54451533726282,118.64969538863986,101.69812215169271,103.33088837618207
GT01-0010588-0501,24-25,91.78717803955077,106.87123652866907,95.79710369363798,105.625266011556,102.47162978510056
GT01-0010122-0110,24-25,115.55784170968192,129.7407008579799,126.13250381084303,131.55773010253907,118.42376743389777
GT01-0010113-0505,24-25,97.31581333705357,111.62935311453683,121.9424548700938,113.12774963378907,108.71813732450543
GT01-0010149-0101,24-25,107.83964647565567,103.09754943847656,112.62492521793875,97.28284759521483,98.2941944358022
GT01-0010686-0206,24-25,97.2559323992048,95.56012616838727,106.03400600950488,94.8413558959961,92.42216514665726
GT01-0010125-0501,24-25,105.66007777622767,111.17352839878626,111.3690025278124,115.39512023925782,102.63485433629764
GT01-0010108-0106,24-25,114.2285417829241,112.07894025530133,109.2079552582123,94.19661610921224,114.3467897413822
GT01-0010001-1001,24-25,89.80411638532365,93.95198495047433,102.67980774669033,89.38279724121094,90.8351793231344
GT01-0010658-0302,24-25,110.20975930350168,113.05511256626673,104.13335733151315,114.11616007486978,119.01658621628727
GT01-0010032-0101,24-25,119.28689466203961,116.75859723772321,118.517664484899,107.86325327555338,114.92781210556211
GT01-0010051-2702,24-25,109.4043470110212,83.29364776611328,121.5221230292303,106.59055633544922,111.06216002281056
GT01-0010108-0203,24-25,96.56168038504464,126.2859638759068,126.724499757086,126.1816421508789,123.92766195292737
GT01-0010655-0302,24-25,106.77357482910156,130.04444994245256,105.48338653574706,112.34941660563152,109.60845301857044
GT01-0010583-0102,24-25,102.49344961983816,95.53664507184709,104.31439997160808,101.7459208170573,101.87770192191712
GT01-0010059-0401,24-25,115.03721945626394,139.80712236676897,138.50357962607166,129.1083531697591,109.74243427969378
GT01-0010108-0202,24-25,94.09167589460101,121.42132677350725,117.0474804313807,124.39220021565755,117.89410224538821
GT01-0010006-1301,24-25,112.63176182338168,113.7385482788086,125.79083858402831,118.72564748128255,104.9496913533785
GT01-0010177-0501,24-25,107.62202998570032,108.2034170968192,105.66501410727241,98.63071289062499,104.22103309551542
GT01-0010114-0207,24-25,120.35523986816406,112.88286590576172,122.26851640799205,120.7499496459961,112.57273307110825
GT01-0010220-0103,24-25,123.04827008928572,123.23493085588728,136.11363995788824,118.52547912597655,99.9834725182419
GT01-0010807-0203,24-25,77.51305934361048,89.03712136404855,101.28577844900036,93.30322570800782,111.26860971681671
GT01-0010650-0404,24-25,89.03547995431083,75.90489959716797,95.13800269897907,90.59117736816405,90.71472300648635
GT01-0010004-1201,24-25,109.25933946881975,102.93971797398157,116.51365785796102,118.48553059895833,109.83035993976686
GT01-0010015-1303,24-25,96.3054678780692,109.39020756312777,131.44604210502888,123.01596018473306,114.9845162670786
GT01-0010207-0401,24-25,105.53070613316126,126.24872698102678,130.6809883007312,119.87366282145182,110.54112613409194
GT01-0010527-0102,24-25,87.21403503417969,82.24431719098772,85.76816817986214,88.78733622233074,91.45801894586369
GT01-0010635-0401,24-25,102.41764177594867,103.66277531215121,110.14436317148912,101.26733652750652,96.93756353531171
GT01-0010283-0404,24-25,114.46498979840959,96.51504734584263,107.75373845991129,109.90672810872397,97.3408775923829
GT01-0010550-0701,24-25,91.76804024832589,88.92791748046875,95.39374470463068,92.39261474609376,106.35063653972671
GT01-0010011-0210,24-25,90.60994720458983,111.35557120186942,118.91350439304989,128.40343526204427,119.66814211155757
GT01-0010113-0504,24-25,108.47715105329242,109.89118085588727,118.89923577772524,109.48487294514975,115.86439483720574
GT01-0010363-0302,24-25,104.73527199881417,103.95289393833704,95.72580808891237,95.4290756225586,93.79443884557071
GT01-0010159-0301,24-25,106.43051365443637,96.16207340785435,115.08204240954555,98.40719350179036,116.4751010314905
GT01-0010136-0301,24-25,115.90618133544922,117.14182935442243,122.2087187819274,117.55499776204428,123.16492900853461
GT01-0010014-0202,24-25,113.39620535714285,111.85244097028459,132.68533906282073,119.85718332926432,123.98782391510228
GT01-0010653-0301,24-25,92.52201189313615,89.72923060825892,105.91235390990019,83.21595611572266,87.84607929412996
GT01-0010123-0206,24-25,115.10463496616909,114.99580383300781,121.70027844158695,114.41230875651041,102.3983635312134
GT01-0010539-0101,24-25,90.05685424804688,105.33484649658203,100.04483068309129,84.30200424194337,82.79026154857524
GT01-0010220-0101,24-25,124.34874616350446,115.66005488804407,127.36836859350163,111.66683909098307,113.63473321515461
GT01-0010108-0204,24-25,91.58879743303572,102.01195744105746,119.60266835927091,127.65333404541016,115.79070829648207
GT01-0010104-0303,24-25,94.16661289760043,102.49881090436662,104.02252947893356,104.09558817545573,98.25236120818502
GT01-0010103-0302,24-25,103.49231501988001,101.10092272077287,114.22919086277471,114.87331899007162,109.69563337867179
GT01-0010001-0701,24-25,75.65916006905692,76.8281021118164,91.10867343448469,95.93467661539714,86.78117757222788
GT01-0010008-1401,24-25,104.49302237374441,112.23627471923828,109.70949833643809,111.17529805501302,105.5896732768461
GT01-0010175-0201,24-25,91.10010528564452,100.03997475760323,97.87155577317115,111.11170959472656,99.32548549475854
GT01-0010101-0102,24-25,94.46766335623605,101.35214233398438,104.32462026178982,103.18521626790364,92.30252565752984
GT01-0010008-1601,24-25,102.29688807896206,112.36917332240512,110.12310919514056,105.93264465332032,104.72290008515797
GT01-0010125-0801,24-25,112.37426648821148,112.51009586879184,117.72110698183258,114.3530019124349,113.52087569877759
GT01-0010580-0101,24-25,90.6709518432617,97.27852848597934,105.38417295743434,105.31616821289062,105.56701003446899
GT01-0010108-0205,24-25,104.09447479248047,113.98932102748324,128.17225258321326,127.38959045410155,117.27174626525986
GT01-0010005-1102,24-25,106.62693241664341,106.35974012102399,113.35669280451259,119.49917856852213,112.69172899658193
GT01-0010122-0119,24-25,119.25870186941964,124.5714111328125,111.15886714073552,111.60806274414064,112.94050252214916
GT01-0010004-1301,24-25,98.84613800048828,111.2316175188337,103.63527453410964,106.58581797281902,99.4788445978274
GT01-0010807-0202,24-25,83.22680228097099,99.6751000540597,104.80539777615887,101.7469467163086,108.36851430586448
GT01-0010647-0201,24-25,89.06919533865792,86.52382223946708,88.23536268863927,93.49251658121746,86.77294608457439
GT01-0010550-1104,24-25,87.8102536882673,86.72925676618303,89.11935795490841,98.0593983968099,83.98041277962571
GT01-0010113-0502,24-25,127.81004333496092,124.88039507184709,130.3200895031022,109.7198979695638,125.69763769545519
GT01-0010655-0319,24-25,82.97899627685547,103.03648049490792,105.10611872214002,110.33253784179688,97.95113815164993
GT01-0010550-1001,24-25,85.65258026123047,83.26965767996651,97.5014988194408,100.563693745931,104.42638774338099
GT01-0010147-0501,24-25,71.56510271344867,74.180298941476,79.85836922423465,83.5583719889323,99.9582710604785
GT01-0010113-0406,24-25,109.20060294015067,119.10366494315011,121.74700537197329,124.54867248535157,120.65832991102302
GT01-0010051-1401,24-25,123.36699785505023,107.12345341273715,121.37287718942098,126.96559041341146,93.22112633196697
GT01-0010004-2701,24-25,92.39153507777623,108.56358882359095,105.94831374450202,82.7958002726237,107.12575537109286
GT01-0010125-0101,24-25,110.16783796037944,112.0729479108538,106.74978007576446,101.96646626790366,113.84672805850687
GT01-0010385-0101,24-25,97.88199506487165,109.71977342878068,106.48841003841464,115.8661107381185,97.71005195608257
GT01-0010032-0105,24-25,125.42788369315011,117.00169154575892,117.77375079885162,123.55251922607422,117.99258017015099
GT01-0010004-0801,24-25,99.82505253383091,97.23213522774833,115.99836284511126,106.96794942220052,103.83484752193823
GT01-0010633-0202,24-25,113.34986659458704,116.04169028145925,120.98824208831434,106.59198608398437,105.95207255065155
GT01-0010187-0202,24-25,121.1526151384626,106.02430834089006,121.6365148000008,109.38921610514323,114.36835872661649
GT01-0010550-1105,24-25,85.78262547084263,86.72925676618303,88.34033132817082,97.65186665852863,82.82753213040537
GT01-0010613-0301,24-25,133.02525438581193,127.59371948242186,117.36191930952253,126.97915903727214,124.65351152096798
GT01-0010613-0501,24-25,103.60214560372489,121.9677505493164,108.45965974673135,119.48299102783203,117.47954690224796
GT01-0010113-0405,24-25,100.20147378104073,123.16403416224888,118.72852162733568,131.241655476888,101.32453375394391
GT01-0010025-0201,24-25,117.07781764439174,116.81745147705078,110.84332650293327,130.04385325113932,115.5841863978898
GT01-0010674-0505,24-25,105.53980691092355,109.41109793526785,107.19941454372588,112.95440724690755,94.98435608375226
GT01-0010125-0702,24-25,112.79120309012276,109.85250309535434,118.45574961120023,116.45733795166015,112.09874522129638
GT01-0010112-1702,24-25,132.0724879673549,112.92744881766183,119.10694160664569,116.50456492106119,114.65093192050053
GT01-0010015-0801,24-25,98.93926348005022,117.41185324532645,109.24158381312611,109.60163065592448,98.33556989943726
GT01-0010101-0111,24-25,107.29692949567522,109.47280011858258,105.05886991571103,103.71085866292317,105.59862611266438
GT01-0010362-0202,24-25,109.41853550502232,103.97686985560824,110.14392365601255,107.19491017659504,106.01818286297056
GT01-0010108-0107,24-25,102.4803009033203,108.11944907052175,124.80905796881493,110.60099487304689,122.85764318126577
GT01-0010633-0101,24-25,96.71083068847656,100.91744668143136,101.26977127304723,92.62203521728514,110.36602824625862
GT01-0010112-2504,24-25,127.1903141566685,107.84515489850725,124.48283892125247,112.01151885986329,110.97664085520115
GT01-0010658-0101,24-25,124.84686824253627,110.38637324741907,110.7144690389173,103.95107930501302,103.15987171964984
GT01-0010660-0201,24-25,102.46984536307198,89.27320316859654,101.22326523001936,107.5009043375651,94.41491137386794
GT01-0010910-0105,24-25,102.8039311000279,107.62884085518974,102.85196184173239,101.43327229817709,98.48838675398198
GT01-0010505-0101,24-25,101.77804892403739,118.4675085885184,117.66713700983452,110.42672475179036,117.85396023672915
GT01-0010114-0216,24-25,88.44842093331474,113.11892373221261,122.23579121000226,131.39993845621746,118.4557955475698
GT01-0010114-0205,24-25,86.56774357386996,94.46986062186105,109.24487656527178,117.23007202148438,106.54885089259857
GT01-0010505-1501,24-25,105.06707763671875,118.63065883091518,120.19466943904918,111.585764058431,118.68292706351744
GT01-0010178-0101,24-25,121.36529867989675,115.63063594273157,122.754135168795,117.0060038248698,113.28940266456806
GT01-0010012-0102,24-25,72.53460257393974,111.12680489676339,98.6163349682978,89.92777099609376,80.5278188022746
GT01-0010199-0201,24-25,101.10911778041293,92.50064304896763,98.56243835872094,89.11203053792318,90.1405255918327
GT01-0010207-0203,24-25,108.48956952776228,126.66595023018974,131.2544032878201,123.5271530151367,107.3464279423196
GT01-0010059-0104,24-25,108.06563895089285,124.87111336844308,133.33664905770837,124.98335774739583,102.88286022761407
GT01-0010526-0101,24-25,90.43728419712612,94.10711015973772,88.88886825258598,88.65181986490886,86.67206114707346
GT01-0010907-0102,24-25,99.50158146449498,98.3123539515904,87.55668755674671,107.75005187988282,94.54347682087626
GT01-0010113-0506,24-25,110.26752035958425,100.3831808907645,122.6923940340201,114.87582651774089,112.12271091288626
GT01-0010636-0303,24-25,115.9496340070452,119.2649928501674,126.23811091638973,115.64066975911459,114.97167076375098
GT01-0010567-0101,24-25,114.36153411865234,111.48784092494418,108.93833405341607,109.3324712117513,101.70562679272142
GT01-0010108-0105,24-25,115.9246826171875,109.31778390066964,121.43655802530188,115.75843912760416,109.44042875504657
GT01-0010539-0201,24-25,94.2676980154855,95.10618155343192,100.80562388818412,89.14308675130208,82.00541604191055
GT01-0010636-0302,24-25,118.59514726911272,100.17412785121371,117.39525232054501,113.81158955891928,106.20316711503963
GT01-0010105-0401,24-25,84.76104627336775,84.16656385149275,96.89402238134079,91.17542470296223,88.32732886590306
GT01-0010006-0702,24-25,111.40242767333984,104.18728201729911,106.19297449973497,99.47833607991537,109.77763485532638
GT01-0010001-0601,24-25,90.75686863490512,93.6806891305106,88.35295508650856,91.36739145914714,80.25078003777858
GT01-0010505-1401,24-25,107.50482940673827,118.82519749232699,121.44479443047315,113.67203063964845,121.6142246898896
GT01-0010011-0205,24-25,108.99704633440291,138.5679495675223,125.5004296519121,132.8713389078776,117.70167271949516
GT01-0010861-0115,24-25,98.3781018938337,88.0880911690848,95.647202474017,99.68453521728514,98.02022975328144
GT01-0010015-0301,24-25,122.45669228690011,112.00612095424107,114.31917608485598,109.23647918701172,111.0521358263031
GT01-0010807-0304,24-25,86.74254281180245,99.49147578648157,102.42123375225094,94.80990804036459,97.69647811385721
GT01-0010911-3705,24-25,105.08145468575614,102.14416939871651,105.07305308156816,108.49698435465496,115.46814471872068
GT01-0010013-0701,24-25,96.09461757114954,91.01706913539341,105.34673715128163,99.96793263753256,104.1765636748506
GT01-0010658-0601,24-25,99.18470982142857,117.90192304338728,101.26083120290782,116.60950012207032,109.99527562380982
GT01-0010123-0318,24-25,108.567750113351,122.94815499441964,123.28707504916235,120.45135243733725,126.24143794594652
GT01-0010006-0602,24-25,112.8155266898019,107.00723702566964,105.40358514830498,115.834233601888,114.08590820318493
GT01-0010907-0101,24-25,100.56278555733816,104.67476218087332,97.26544416729845,112.22043914794921,100.46625741809818
GT01-0010911-3702,24-25,104.42315237862724,101.27412850516183,107.49722671306785,114.22631429036457,114.85168605692743
GT01-0010159-0401,24-25,101.21636744907923,93.37100873674665,106.99806478074635,100.38398946126301,102.59669588964636
GT01-0010633-0104,24-25,110.91984776088168,109.91242109026226,119.56977330268148,103.92607320149739,96.80107344308594
GT01-0010123-0313,24-25,120.88301849365233,117.21167428152901,124.79933358471804,123.40355021158855,119.29231820906404
GT01-0010558-1001,24-25,118.99301474434989,120.16070011683871,108.42620906828469,105.69669850667317,117.39636898625596
GT01-0010005-1001,24-25,95.78822871616909,120.93351527622767,125.74223731367451,119.97508850097655,102.57760679944606
GT01-0010633-0301,24-25,99.2001735142299,102.92941393171037,107.32040327002294,99.72839813232422,105.40771218677462
GT01-0010220-0102,24-25,122.06266784667967,129.86276027134485,137.75870617225075,120.0692128499349,99.73698125827148
GT01-0010395-0101,24-25,116.06715175083704,110.29600415910993,126.26854839681666,112.51451161702474,116.98853435658069
GT01-0010025-0302,24-25,110.23323059082031,125.4540808541434,117.48114581223139,112.6313685099284,112.38898151657531
GT01-0010013-0501,24-25,105.3406764439174,108.95458330426897,110.50039256551173,118.69864654541016,103.19856787598708
GT01-0010004-0901,24-25,105.81012725830078,98.70084272112165,105.00725374435841,102.91464233398439,89.84728091592417
GT01-0010650-0407,24-25,91.21793692452567,70.86973898751395,101.88745107766042,102.93399709065754,82.30535448410502
GT01-0010911-3704,24-25,124.38999611990792,117.41014971051897,109.15380950294386,112.52401784261066,121.04218784261491
GT01-0010134-0201,24-25,109.22935485839844,107.896607535226,116.9810244175776,108.20565185546876,127.69110212335043
GT01-0010056-0902,24-25,94.30709184919083,94.086548941476,113.71987263731447,104.23058369954427,108.53864708874156
GT01-0010155-0701,24-25,98.80065155029297,108.39612579345703,107.74415911002772,100.18927764892578,103.06196181339267
GT01-0010187-0201,24-25,130.26050785609652,102.7137015206473,116.7991181424243,107.42555135091146,118.22176981601412
GT01-0010594-1701,24-25,102.4093279157366,117.89466203962053,108.91315420883168,108.24108378092448,121.97869963173314
GT01-0010635-0408,24-25,108.28736877441406,101.46118709019251,97.9587732517416,99.81405537923177,108.68884797934044
GT01-0010910-0103,24-25,101.04064396449498,108.88943590436662,102.80975517875765,109.72238464355468,108.17899727879603
GT01-0010226-0101,24-25,109.21797725132532,103.38714054652621,97.75135354871011,95.2237762451172,117.4721724057414
GT01-0010283-0203,24-25,109.13528333391461,105.7371324811663,111.61508348998852,108.71346282958984,94.61428514719391
GT01-0010170-0201,24-25,118.09066118512834,109.95010266985211,119.36082587267171,115.66480662027995,98.44260863406393
GT01-0010647-0202,24-25,95.95689174107143,85.12246595110211,90.82612695740193,95.92399546305339,84.9616981523093
GT01-0010156-0103,24-25,99.20656149727957,97.70591408865792,87.12600142495344,75.22698364257813,86.74897024007063
GT01-0010128-0901,24-25,96.41942160470145,101.25773620605469,114.081617569467,116.04166870117189,100.32556199890568
GT01-0010015-0302,24-25,113.64683096749441,118.29767499651227,108.37429036497329,106.16798909505208,115.88161676155161
GT01-0010051-2202,24-25,93.1683349609375,103.41232190813336,112.16842256360754,110.10486551920572,105.27994422600658
GT01-0010156-0903,24-25,97.7275891985212,79.50885118756975,96.04835478425699,101.5424555460612,81.18496281166627
GT01-0010362-0206,24-25,105.3725836617606,109.2099892752511,115.02182388741072,113.85918833414713,108.83769438200312
GT01-0010635-0413,24-25,95.39466421944755,88.77658408028739,92.45904374397678,98.48734436035156,102.48552970738355
GT01-0010112-2001,24-25,119.28502110072543,101.69646453857422,111.03993503949562,122.31179758707682,100.57549014032556
GT01-0010388-0301,24-25,102.87892259870256,91.54820251464844,92.99129052809994,98.65021565755208,92.41218867987325
GT01-0010594-1901,24-25,100.9837166922433,117.17140851702008,107.50568280236641,117.35017852783203,118.55384651249948
GT01-0010005-0301,24-25,84.12114824567522,109.83167048863001,119.62142596873522,119.55249786376953,98.86594759694715
GT01-0010567-0502,24-25,117.05754743303571,114.68572671072823,115.20716995829935,110.64232126871745,104.39961784649488
GT01-0010025-0601,24-25,92.89201028006417,105.96445029122488,116.36322641585411,111.25995127360027,104.2354950227524
GT01-0010101-0108,24-25,103.11696733747209,103.99371119907923,112.3449010635021,111.24848073323568,105.53025924959019
GT01-0010134-0302,24-25,97.74015045166016,108.00825282505579,114.38380008277485,104.70137583414714,99.69013642294976
GT01-0010008-0301,24-25,102.51303645542689,100.8725346156529,112.80650786830688,114.13763173421223,120.14980416815727
GT01-0010123-0109,24-25,102.80448368617466,113.15390341622489,106.22429636571206,112.0919901529948,114.33577241882551
GT01-0010505-1301,24-25,105.70232282366072,118.63065883091518,120.48785836115204,111.4615707397461,118.77917881033251
GT01-0010008-2501,24-25,124.54928915841239,122.19568852015902,131.75631180773146,108.33750559488932,121.64827227687685
GT01-0010583-0101,24-25,95.10348074776785,95.63946315220423,103.6383989541145,99.68655649820963,102.03968969458367
GT01-0010113-0501,24-25,108.42123740059989,105.13713291713168,121.07013805872745,112.668115234375,114.93442925665478
GT01-0010156-1001,24-25,102.38015638078961,107.99046652657644,93.94464835162243,101.77550404866537,105.77152088466154
GT01-0010199-0301,24-25,95.24188014439173,93.45012555803571,92.74421319141342,89.10521291097005,96.81995666184751
GT01-0010007-0201,24-25,116.74355970110213,105.88920266287667,114.50260023498521,100.0714340209961,104.71210712038219
GT01-0010658-0301,24-25,116.0414297921317,112.67955126081193,105.17186445127756,111.79337514241537,101.50194760923267
GT01-0010012-0401,24-25,106.43129621233257,110.48871067592074,98.96809921060103,109.73700256347655,110.20820184293554
GT01-0010202-1001,24-25,97.53688921247209,97.03052302769251,101.51708967058292,98.68875325520834,93.34601653917989
GT01-0010011-0214,24-25,94.00486319405691,109.18457903180803,113.63850966127781,120.48161468505859,116.2416274144431
GT01-0010860-0201,24-25,103.19942801339286,96.96190643310547,102.92924625318471,111.63800048828125,100.24694205029809
GT01-0010904-0101,24-25,87.1654030936105,104.33263724190849,105.44877443815909,113.59188486735026,104.39041380262361
GT01-0010283-0403,24-25,109.73786381312779,97.36507742745535,102.72819428589663,118.80686391194662,93.63979755821092
GT01-0010363-0301,24-25,103.65633174351282,99.3658937726702,92.40213250372616,89.72946370442708,94.30131031263109
GT01-0010359-0101,24-25,110.83083125523157,106.87643323625838,95.86481435168994,109.52584788004557,98.59606341121365
GT01-0010291-0201,24-25,117.88352857317243,128.73148890904017,129.4117221550756,129.55038299560547,110.74079596965024
GT01-0010558-1501,24-25,114.98527199881417,113.08974020821708,105.42494575088682,113.43941141764321,112.38457378157665
GT01-0010015-0703,24-25,88.39259338378906,99.85888017926897,101.76701997912365,109.71114552815754,108.0697482184526
GT01-0010660-0301,24-25,111.34676579066685,105.7524664742606,104.93908755717607,102.92487894694011,110.6496884879996
GT01-0010122-0111,24-25,109.60966164725166,107.79305594308036,106.86646666860753,98.68395131429037,91.19021748685418
GT01-0010145-0302,24-25,97.38538578578404,93.74011557442802,103.04987586293367,101.59142710367837,100.53453087947206
GT01-0010505-3201,24-25,94.72582135881696,97.40777805873326,108.21704354056712,101.03805033365886,96.81298487672905
GT01-0010550-0501,24-25,88.55690656389508,84.33267756870814,90.82330640273207,102.6327412923177,86.89664853313354
GT01-0010112-2402,24-25,125.21950748988559,128.90989358084542,142.72034621419442,131.11811981201174,114.77025260671817
GT01-0010112-0401,24-25,103.70777130126952,116.12412915910991,125.66418974067679,106.14039560953776,127.29791077404343
GT01-0010006-1102,24-25,108.87506648472377,106.3880179268973,108.03671155971833,101.81399281819662,113.88248388781788
GT01-0010006-0402,24-25,104.04116058349608,92.84421103341239,99.7916926179391,100.79268035888671,102.28161763450423
GT01-0010112-2503,24-25,111.05179050990513,110.61607578822544,139.84453784722876,120.52516174316408,118.4202546963807
GT01-0010015-1302,24-25,92.78737095424107,103.34011731828961,115.66341901236343,121.87507527669271,114.88571764270138
GT01-0010167-0102,24-25,111.97418648856026,97.92529078892298,105.48597346675032,109.85616149902344,102.36126361572805
GT01-0010101-0101,24-25,85.17954036167689,90.70220620291573,99.8374635758694,100.41507161458333,89.63337365638411
GT01-0010362-0203,24-25,98.36778041294642,89.96783665248324,101.4322391642976,96.33691609700521,103.8753727142615
GT01-0010004-1802,24-25,92.34709821428571,112.9595718383789,119.30549684847287,107.8745147705078,107.80141974250529
GT01-0010134-0304,24-25,103.0042223249163,100.08777618408203,110.0992185521301,108.14816335042318,95.57230640359005
GT01-0010202-0201,24-25,88.39478628976003,87.80122702462333,92.48070228674791,90.04784698486328,88.4440225912366
GT01-0010658-0303,24-25,100.31572614397321,98.12573024204798,100.27880571952144,104.4240951538086,108.12328883942715
GT01-0010363-0303,24-25,90.7117451259068,97.24868338448661,92.93012508657037,90.36003926595052,93.74682550304587
GT01-0010155-0101,24-25,94.29524557931082,103.79810551234654,110.01728092926324,111.91437683105468,100.52832234972303
